mol_id,smile,energy
7826480,[CH3:4][C:2]([O:1][C@@H:3]([C@@H:7]1[O:10][C:14]([CH3:16])=[O:17])[C@H:6]([O:9][CH:13]=[CH:11]1)[CH2:8][O:12][Si:15]([CH3:19])([CH3:20])[C:18]([CH3:22])([CH3:23])[CH3:21])=[O:5],-1081.11632
7826482,[CH3:9][CH:4]([CH3:10])[Si:2]([CH:5]([CH3:12])[CH3:11])([CH:6]([CH3:14])[CH3:13])[O:1][C@H:3]([C@H:8]1[CH2:17][O:21][Si:25]([CH:33]([CH3:38])[CH3:37])([CH:34]([CH3:40])[CH3:39])[CH:32]([CH3:36])[CH3:35])[C@@H:7]([CH:16]=[CH:20][O:18]1)[O:15][Si:19]([CH:23]([CH3:29])[CH3:28])([CH:24]([CH3:31])[CH3:30])[CH:22]([CH3:27])[CH3:26],-1611.28467
7826484,[CH3:4][C:2]([O:1][C@H:3]([C@H:7]1[CH2:10][O:14][C:17]([CH3:18])=[O:19])[C@@H:6]([CH:9]=[CH:13][O:11]1)[O:8][C:12]([CH3:15])=[O:16])=[O:5],-992.7915116
7826486,[O:35]=[C:32]([O:34][CH2:36][CH3:37])[CH:33]=[N+]=[N-],-1345.561992
7826487,[CH3:4][C:2]([O:1][C@@H:3]([C@H:7]1[CH2:10][O:14][C:17]([CH3:18])=[O:19])[C@@H:6]([CH:9]=[CH:13][O:11]1)[O:8][C:12]([CH3:15])=[O:16])=[O:5],-992.7931901
7826488,[CH3:4][C:2]([O:1][C@@H:3]([C@@H:7]1[CH3:10])[C@H:6]([CH:9]=[CH:13][O:11]1)[O:8][C:12]([CH3:14])=[O:15])=[O:5],-765.0761002
7826490,[O:10]=[C:7]([O:9][CH2:11][CH3:12])[CH:8]=[N+]=[N-],-539.5094689
7826499,[CH3:4][Si:2]([CH3:5])([CH3:6])[O:1][C:3]1=[CH:7][CH:9]([CH2:11][O:12][Si:13]([CH3:15])([CH3:16])[C:14]([CH3:18])([CH3:19])[CH3:17])[CH2:10][CH2:8]1,-748.7032838
7826501,[O:4]=[C:1]([O:3][CH3:5])[CH:2]=[N+]=[N-],-432.6668715
7826502,[CH3:5][Si:2]([C:4]([CH3:10])([CH3:11])[CH3:9])([CH3:6])[O:1][C:3]1=[CH:8][CH2:13][CH2:14][CH2:12][CH2:7]1,-817.4866293
7826604,[O:5]=[C:2]([CH:4]=[N+]=[N-])[O:1][CH2:3][CH2:6][CH2:7][CH3:8],-619.3036237
7826606,[O:4]=[C:1]([CH:3]=[N+]=[N-])[O:2][C:5]([CH3:7])([CH3:8])[CH3:6],-494.2148206
7826615,[O:5]=[C:2]([CH:4]=[N+]=[N-])[O:1][C:3]1=[C:6]([C:8]([CH3:13])([CH3:14])[CH3:12])[CH:9]=[C:15]([CH3:19])[CH:11]=[C:7]1[C:10]([CH3:17])([CH3:18])[CH3:16],-1046.591583
7826677,[CH3:8][CH:4]([CH3:9])[C:1]([CH2:3][CH2:7][CH2:14][CH3:15])([CH:5]([CH3:11])[CH3:10])[O:2][C:6]([CH:12]=[N+]=[N-])=[O:13],-769.18883
7826679,[O:5]=[C:2]([CH:4]=[N+]=[N-])[O:1][C:3]1=[C:6]([C:8]([CH3:13])([CH3:14])[CH3:12])[CH:9]=[C:15]([CH3:19])[CH:11]=[C:7]1[C:10]([CH3:17])([CH3:18])[CH3:16],-1047.800907
7826681,[CH3:5][CH2:3]/[CH:1]=[CH:2]\[CH2:4][CH3:6],-502.6603425
7826684,[CH3:5][CH2:3]/[CH:1]=[CH:2]\[CH2:4][CH3:6],-541.9496557
7826686,[O:5]=[C:2]([CH:4]=[N+]=[N-])[O:1][CH2:3][CH2:6][CH2:7][CH3:8],-620.5149195
7826717,[O:4]=[C:1]([CH:3]=[N+]=[N-])[O:2][CH2:5][C:6]#[N:7],-468.5002785
7826718,[O:4]=[C:1]([CH:3]=[N+]=[N-])[O:2][CH2:5][CH2:6][Br:7],-428.2269076
7826765,[CH3:5][C:1]([CH:3]([CH3:8])[CH3:7])([CH:4]([CH3:10])[CH3:9])[O:2][C:6]([CH:11]=[N+]=[N-])=[O:12],-272.5107674
7826776,[CH3:7][Si:4]([CH3:8])([CH3:9])[O:2][CH:1]=[C:3]1[CH2:5][CH2:10][CH2:12][CH2:11][CH2:6]1,-471.9471951
7826778,[CH3:4][Si:2]([CH3:5])([CH3:6])[O:1][C:3]1=[CH:8][CH2:10][CH2:12][CH2:11][CH2:9][CH2:7]1,-738.9277905
7826780,[CH3:4][Si:2]([CH3:5])([CH3:6])[O:1][C:3]1=[CH:8][CH2:11][CH2:12][CH2:10][CH:7]1[CH3:9],-738.9302819
7826781,[CH3:4][Si:2]([CH3:5])([CH3:6])[O:1][C:3]1=[CH:7][CH:9]([CH3:11])[CH2:12][CH2:10][CH2:8]1,-738.930132
7826786,[O:11]=[C:8]([O:10][CH2:12][CH3:13])[CH:9]=[N+]=[N-],-415.6393445
7826802,[CH3:1][C:2]1([CH3:3])[O:5][CH2:7][C:6]([CH3:8])=[CH:4]1,-615.9049171
7827070,[O:7]=[C:2]([CH:6]=[N+]=[N-])[C:1]([CH:4]([CH3:10])[CH3:9])([CH:5]([CH3:12])[CH3:11])[CH2:3][CH2:8][CH3:13],-854.7584535
7827084,[CH2:2]=[CH:1][C:3]1=[CH:4][CH:6]=[C:8]([Cl:9])[CH:7]=[CH:5]1,-630.0537419
7827158,[CH2:2]=[CH:1][C:3]1=[CH:4][CH:6]=[C:8]([O:9][CH3:10])[CH:7]=[CH:5]1,-730.1251697
7827215,[CH2:2]=[C:1]([CH:4]1[CH2:7][CH2:8]1)[CH:3]2[CH2:5][CH2:6]2,-311.7391328
7827217,[CH3:7][Si:4]([CH3:8])([CH3:9])[O:2][CH:1]=[C:3]1[CH2:5][CH2:10][CH2:12][CH2:13][CH2:11][CH2:6]1,-778.2055097
7827220,[O:12]=[C:9]([O:11][CH2:13][CH3:14])[CH:10]=[N+]=[N-],-619.3012123
7827273,[CH3:1][C:2]1=[C:3]([CH3:5])[CH2:6][CH2:8][CH2:7][CH2:4]1,-619.3080156
7827277,[CH3:7][CH2:5][CH2:3][CH2:1][CH2:2]/[CH:4]=[CH:6]\[CH3:8],-314.2365767
7827283,[O:5]=[C:2]([CH:4]=[N+]=[N-])[O:1][CH2:3][CH2:6][CH2:7][CH3:8],-699.079956
7827284,[CH3:7][CH2:5][CH2:3][CH2:1][CH2:2]/[CH:4]=[CH:6]/[CH3:8],-314.2366323
7827288,[O:5]=[C:2]([CH:4]=[N+]=[N-])[O:1][CH2:3][CH2:6][CH2:7][CH3:8],-314.2373057
7827290,[CH3:7][CH2:5][CH2:3]/[CH:1]=[CH:2]/[CH2:4][CH2:6][CH3:8],-314.2375602
7827296,[O:5]=[C:2]([CH:4]=[N+]=[N-])[O:1][CH2:3][CH2:6][CH2:7][CH3:8],-699.0843601
7827388,[CH3:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-348.6934468
7827391,[O:4]=[C:1]([O:3][CH3:5])[CH:2]=[N+]=[N-],-348.6905412
7827408,[CH2:1]=[C:2]1[O:3][CH2:5][C:7]2=[CH:9][CH:11]=[CH:12][CH:10]=[C:8]2[CH2:6][O:4]1,-804.0684965
7827428,[CH2:2]=[CH:1][C:3]1=[CH:5][CH:8]=[CH:9][C:6]2=[C:4]1[CH:7]=[CH:11][CH:12]=[CH:10]2,-462.9233766
7827430,[O:67]=[C:64]([O:66][CH2:68][CH3:69])[CH:65]=[N+]=[N-],-2766.337459
7827465,[CH2:15]=[CH:14][CH2:13][CH2:12][CH2:10]/[CH:7]=[CH:4]/[CH2:2][NH:1][C:3]1=[CH:5][CH:8]=[CH:11][CH:9]=[CH:6]1,-599.1761632
7827466,[CH3:13][C:11]1=[CH:8][CH:5]=[C:3]([CH:6]=[CH:9]1)[NH:1][CH2:2]/[CH:4]=[CH:7]/[CH2:10][CH2:12][CH2:14][CH:15]=[CH2:16],-1251.024264
7827467,[CH3:11][C:8]1=[CH:12][CH:9]=[CH:6][C:3]([NH:1][CH2:2]/[CH:4]=[CH:7]/[CH2:10][CH2:13][CH2:14][CH:15]=[CH2:16])=[CH:5]1,-1251.019714
7827478,[CH2:22]=[CH:20][CH2:18][CH2:16][CH2:13]/[CH:9]=[CH:5]/[CH2:2][N:1]([C:4]1=[CH:7][CH:11]=[CH:15][CH:12]=[CH:8]1)[CH2:3]/[CH:6]=[CH:10]/[CH2:14][CH2:17][CH2:19][CH:21]=[CH2:23],-1217.249568
7827479,[CH3:18][C:15]1=[CH:11][CH:7]=[C:4]([CH:8]=[CH:12]1)[N:1]([CH2:3]/[CH:6]=[CH:10]/[CH2:14][CH2:17][CH2:20][CH:22]=[CH2:24])[CH2:2]/[CH:5]=[CH:9]/[CH2:13][CH2:16][CH2:19][CH:21]=[CH2:23],-1256.53927
7827480,[CH3:15][C:11]1=[CH:16][CH:12]=[CH:8][C:4]([N:1]([CH2:3]/[CH:6]=[CH:10]/[CH2:14][CH2:18][CH2:20][CH:22]=[CH2:24])[CH2:2]/[CH:5]=[CH:9]/[CH2:13][CH2:17][CH2:19][CH:21]=[CH2:23])=[CH:7]1,-1256.540202
7827492,[O:4]=[C:1]([CH2:3][CH3:5])[CH:2]=[N+]=[N-],-345.5396521
7827494,[O:5]=[C:2]([O:4][CH2:9][CH3:10])[C:1]([C:3]([F:7])([F:8])[F:6])=[N+]=[N-],-796.8932111
7827495,[O:5]=[C:2]([O:4][CH2:9][CH3:10])[C:1]([C:3]([F:7])([F:8])[F:6])=[N+]=[N-],-836.1928571
7827496,[O:5]=[C:2]([O:4][CH2:9][CH3:10])[C:1]([C:3]([F:7])([F:8])[F:6])=[N+]=[N-],-1027.772837
7827497,[O:5]=[C:2]([O:4][CH2:9][CH3:10])[C:1]([C:3]([F:7])([F:8])[F:6])=[N+]=[N-],-1142.227438
7827509,[O:4]=[C:1]([CH:3]=[N+]=[N-])[CH2:2][Si:5]([CH3:7])([CH3:8])[CH3:6],-306.2510293
7827510,[O:4]=[C:1]([CH:3]=[N+]=[N-])[CH2:2][Si:5]([CH3:7])([CH3:8])[CH3:6],-232.2663
7827519,[O:4]=[C:1]([CH:3]=[N+]=[N-])[CH2:2][Si:5]([CH3:7])([CH3:8])[CH3:6],-384.5617557
7827522,[O:4]=[C:1]([CH:3]=[N+]=[N-])[CH2:2][Si:5]([CH3:7])([CH3:8])[CH3:6],-461.7175071
7827543,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[C:10]([N:11]=[N+:12]=[N-:13])[CH:9]=[CH:7]1,-711.5430143
7827544,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[C:10]([N:11]=[N+:12]=[N-:13])[CH:9]=[CH:7]1,-915.2089705
7827545,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[C:10]([N:11]=[N+:12]=[N-:13])[CH:9]=[CH:7]1,-501.4769065
7827548,[CH3:7][CH2:4][CH2:2][O:1][CH:3]1[CH:5]=[C:8]([CH3:10])[CH2:11][CH2:9][CH2:6]1,-466.764008
7827550,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[C:10]([N:11]=[N+:12]=[N-:13])[CH:9]=[CH:7]1,-540.2829394
7827551,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[C:6]([OH:8])[CH:9]=[C:11]([N:12]=[N+:13]=[N-:14])[CH:10]=[CH:7]1,-951.11371
7827553,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-272.5107674
7827554,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-712.4705377
7827557,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-712.4722565
7827558,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-751.7485927
7827559,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-752.9607299
7827564,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-314.2375602
7827565,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-501.4769065
7827566,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-501.4782238
7827567,[O:5]=[C:2]([CH:4]=[N+]=[N-])[NH:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-540.2829393
7827570,[O:3]=[C:1]([CH:4]1[CH2:5][CH2:7][CH2:9][CH2:8][CH2:6]1)[CH:2]=[N+]=[N-],-232.2663
7827577,[CH3:8][Si:4]([C:7]([CH3:15])([CH3:16])[CH3:14])([CH3:9])[O:2][CH2:1][CH:3]([CH2:6][CH2:13][C:17]1=[O:18])[C:5]([CH3:10])([CH3:11])[C:12]1=[N+]=[N-],-231.0448748
7827578,[CH3:8][Si:4]([C:7]([CH3:15])([CH3:16])[CH3:14])([CH3:9])[O:2][CH2:1][CH:3]([CH2:6][CH2:13][C:17]1=[O:18])[C:5]([CH3:10])([CH3:11])[C:12]1=[N+]=[N-],-232.2663
7827581,[CH3:8][Si:4]([C:7]([CH3:15])([CH3:16])[CH3:14])([CH3:9])[O:2][CH2:1][CH:3]([C:6]([CH3:11])([CH3:12])[CH2:13][C:17]1=[O:18])[CH2:5][C:10]1=[N+]=[N-],-851.7179317
7827584,[CH3:4][C:2]([O:1][C:3]1=[C:6]([C:8]([CH:11]=[N+]=[N-])=[O:12])[CH:9]=[CH:13][CH:10]=[CH:7]1)=[O:5],-845.5621806
7827588,[N:2]#[C:1][C:3]([CH2:5][CH2:8][C:11]1=[O:14])([C:6]2=[CH:9][CH:12]=[CH:15][CH:13]=[CH:10]2)[CH2:4][C:7]1=[N+]=[N-],-232.2663
7827591,[O:4]=[C:2]([C:5]1=[CH:8][CH:12]=[CH:15][CH:13]=[CH:9]1)[C:1]([C:3]2=[CH:6][CH:10]=[CH:14][CH:11]=[CH:7]2)=[N+]=[N-],-723.6303596
7827605,[O:4]=[N:2]([C:1]([C:3]#[N:6])=[N+]=[N-])=[O:5],-445.1443325
7827607,[O:4]=[N:2]([C:1]([C:3]#[N:6])=[N+]=[N-])=[O:5],-157.1050969
7827613,[F:4][C:2]([F:5])([F:6])[C:1]([N:3](=[O:7])=[O:8])=[N+]=[N-],-689.8659998
7827615,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-323.7791106
7827616,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-401.5702264
7827617,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-309.4050314
7827619,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-348.6936367
7827620,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-423.8512283
7827621,[CH3:4][Si:1]([O:3][CH2:9][C:10]([Br:11])=[CH2:12])([CH3:5])[C:2]([CH3:7])([CH3:8])[CH3:6],-1019.722808
7827623,[O:5]=[C:2]([O:4][C:8]([CH3:11])([CH3:12])[CH3:10])[C:1]([C:3]([O:6][C:9]([CH3:14])([CH3:15])[CH3:13])=[O:7])=[N+]=[N-],-423.8512283
7827627,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-242.1565168
7827628,[CH3:2][CH2:1][C:3]1=[CH:5][CH:7]=[C:6]([CH:8]=[CH2:9])[S:4]1,-320.7305488
7827641,[CH3:4][Si:2]([CH3:5])([CH3:6])[CH:1]=[C:3]=[CH2:7],-239.5683316
7827659,[CH3:6][CH2:4][CH2:2][CH2:1]/[CH:3]=[CH:5]/[CH3:7],-769.6572393
7827662,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-348.9129143
7827664,[CH3:2][O:1][C:3]1=[CH:4][CH:6]([CH3:8])[CH2:9][CH2:7][CH2:5]1,-882.9092301
7827666,[O:5]=[C:2]([O:4][C:8]([CH3:11])([CH3:12])[CH3:10])[C:1]([C:3]([O:6][C:9]([CH3:14])([CH3:15])[CH3:13])=[O:7])=[N+]=[N-],-347.4845612
7827668,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-422.6498078
7827670,[CH3:7][CH2:4][O:2][CH:1]=[C:3]1[CH2:5][CH2:8][CH2:10][CH2:9][CH2:6]1,-427.4791689
7827671,[O:5]=[C:2]([O:4][C:8]([CH3:11])([CH3:12])[CH3:10])[C:1]([C:3]([O:6][C:9]([CH3:14])([CH3:15])[CH3:13])=[O:7])=[N+]=[N-],-386.7748424
7827676,[O:4]=[C:1]([CH:3]=[N+]=[N-])[C:2]([O:5][CH2:7][CH3:8])=[O:6],-528.8815466
7827677,[O:4]=[C:1]([CH:3]=[N+]=[N-])[C:2]([O:5][CH2:7][CH3:8])=[O:6],-307.4110685
7827678,[O:4]=[C:1]([CH:3]=[N+]=[N-])[C:2]([O:5][CH2:7][CH3:8])=[O:6],-307.4108372
7827679,[O:4]=[C:1]([CH:3]=[N+]=[N-])[C:2]([O:5][CH2:7][CH3:8])=[O:6],-310.8368224
7827681,[CH3:7][CH:4]=[C:1]([O:3][CH2:6][CH3:9])[O:2][CH2:5][CH3:8],-528.8815466
7827682,[CH2:5]=[C:2]([O:4][CH3:8])[O:1][C:3]1=[CH:6][CH:9]=[CH:11][CH:10]=[CH:7]1,-499.0094691
7827683,[O:4]=[C:1]([CH:3]=[N+]=[N-])[C:2]([O:5][CH2:7][CH3:8])=[O:6],-271.542661
7827684,[CH3:7][O:4]/[CH:2]=[CH:1]\[C:3]1=[CH:5][CH:8]=[CH:10][CH:9]=[CH:6]1,-843.3673391
7827698,[CH3:4][O:2][CH:1]=[C:3]1[CH2:5][CH2:7][CH2:9][CH2:8][CH2:6]1,-388.1903631
7827699,[CH3:4][C:2]([C:1]([C:3]([CH3:6])=[O:7])=[N+]=[N-])=[O:5],-453.7170308
7827703,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([CH3:6])=[O:7])=[N+]=[N-],-348.9129143
7827704,[CH3:4][C:2]([C:1]([C:3]([CH3:6])=[O:7])=[N+]=[N-])=[O:5],-348.9129143
7827707,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([CH3:6])=[O:7])=[N+]=[N-],-427.4791689
7827708,[CH3:4][C:2]([C:1]([C:3]([CH3:6])=[O:7])=[N+]=[N-])=[O:5],-427.4791688
7827709,[O:5]=[C:2]([O:4][CH3:8])[C:1]([C:3]([CH3:6])=[O:7])=[N+]=[N-],-423.8499984
7827710,[CH2:3]=[C:1]([C:4]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1)[O:2][CH3:5],-568.1836774
7827711,[O:5]=[C:2]([O:4][CH2:8][CH3:9])[C:1]([N:3](=[O:6])=[O:7])=[N+]=[N-],-619.996818
7827724,[O:5]=[C:2]([O:4][CH2:7][CH3:8])[C:1]([CH:3]=[O:6])=[N+]=[N-],-528.8897817
7827726,[O:5]=[C:2]([O:4][C:8]([CH3:10])([CH3:11])[CH3:9])[C:1]([N:3](=[O:6])=[O:7])=[N+]=[N-],-698.5734163
7827732,[CH3:7][CH:3]([CH3:8])[Si:1]([CH:4]([CH3:10])[CH3:9])([CH:5]([CH3:12])[CH3:11])[O:2][C@H:6]1[C:13]([CH3:15])([CH3:16])[O:17][CH:18]=[CH:14]1,-1125.971605
7827733,[CH3:1][C:2]1([CH3:3])[CH:4]([OH:6])[CH:7]=[CH:8][O:5]1,-767.2571402
7827736,[N-]=[N+]=[C:1]([C:3]1=[O:6])[C:2]([CH2:5][CH2:8][CH2:7]1)=[O:4],-499.0500476
7827737,[N-]=[N+]=[C:1]([C:3]1=[O:6])[C:2]([CH2:5][CH:8]([CH3:9])[CH2:7]1)=[O:4],-538.3358342
7827740,[N-]=[N+]=[C:1]([C:3]1=[O:6])[C:2]([CH2:5][C:8]([CH3:9])([CH3:10])[CH2:7]1)=[O:4],-577.6217591
7827741,[O:5]=[C:2]([C:4]([O:8][CH2:11][CH3:13])=[O:9])[C:1]([C:3]([O:6][CH2:10][CH3:12])=[O:7])=[N+]=[N-],-795.8811867
7827747,[O:3]=[S:1]([C:2]([N:6](=[O:9])=[O:10])=[N+]=[N-])([C:5]1=[CH:7][CH:11]=[C:13]([CH3:14])[CH:12]=[CH:8]1)=[O:4],-831.2231133
7827752,[O:1]=[C:2]([N:3]1[CH2:6][CH2:10][CH2:12][CH:9]=[C:5]1[S:8][C:7]2=[O:11])[C:4]2=[N+]=[N-],-758.4651443
7827753,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-888.2486887
7827754,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-844.1355982
7827756,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-767.954077
7827757,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-769.1995477
7827758,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-819.2234955
7827759,[CH2:2]=[CH:1][C:3]1=[CH:4][CH:6]=[C:8]([Br:9])[CH:7]=[CH:5]1,-817.4380576
7827760,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-1009.22779
7827761,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-804.849393
7827762,[O:1]=[C:2]([C:3]1=[CH:6][CH:9]=[CH:11][CH:8]=[C:5]1[C:7]2=[O:10])[C:4]2=[N+]=[N-],-844.1380688
7827784,[CH2:5]=[C:2]([O:4][Si:8]([CH3:11])([CH3:12])[C:10]([CH3:14])([CH3:15])[CH3:13])[C:1]([C:3]([O:6][CH3:9])=[O:7])=[N+]=[N-],-271.5488711
7827796,[O:11]=[C:7]([O:10][CH3:13])[C:4](/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]1)=[N+]=[N-],-1113.488039
7827797,[O:5]=[C:2]([O:4][CH3:7])[C:1](/[CH:3]=[CH:6]/[CH3:8])=[N+]=[N-],-492.9824556
7827798,[O:11]=[C:7]([O:10][CH3:13])[C:4](/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]1)=[N+]=[N-],-846.7448288
7827851,[O:5]=[C:2]([C:4](/[CH:8]=[CH:14]/[C:15]1=[CH:16][CH:18]=[CH:20][CH:19]=[CH:17]1)=[N+]=[N-])[O:1][C@@H:3]2[C:6]([CH3:9])([CH3:10])[CH2:11][O:13][C:7]2=[O:12],-1150.603966
7827869,[O:7]=[C:3]([O:6][CH3:12])[CH:1]([C:4]1=[CH:8][CH:13]=[CH:16][CH:14]=[CH:9]1)[O:2][C:5]([C:10](/[CH:15]=[CH:17]/[C:18]2=[CH:19][CH:21]=[CH:23][CH:22]=[CH:20]2)=[N+]=[N-])=[O:11],-1343.184966
7828255,[CH3:4][C:2]([C:1]([CH:3]=[CH2:6])=[N+]=[N-])=[O:5],-378.5183536
7828256,[O:5]=[C:2]([CH2:4][CH3:7])[C:1]([CH:3]=[CH2:6])=[N+]=[N-],-417.8017006
7828258,[O:3]=[S:1](/[CH:2]=[CH:6]/[C:9]([C:12]([O:14][CH2:16][CH3:17])=[O:15])=[N+]=[N-])([C:5]1=[CH:7][CH:10]=[CH:13][CH:11]=[CH:8]1)=[O:4],-1212.53226
7828259,[O:11]=[C:7]([O:10][CH3:13])[C:4](/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]1)=[N+]=[N-],-684.5695029
7828262,[O:5]=[C:2]([C:4]([CH:8]=[CH2:14])=[N+]=[N-])[O:1][C@@H:3]1[C:6]([CH3:9])([CH3:10])[CH2:11][O:13][C:7]1=[O:12],-1244.271341
7828264,[O:3]=[C:1]([N:4]1[C:6]([CH2:11][O:14][Si:15]([CH3:17])([CH3:18])[C:16]([CH3:20])([CH3:21])[CH3:19])=[CH:12][CH:13]=[CH:7]1)[O:2][C:5]([CH3:9])([CH3:10])[CH3:8],-759.9836541
7828265,[O:14]=[C:8]([O:13][C:16]([CH3:18])([CH3:19])[CH3:17])[N:4]1[C:2]([CH2:1][C:3]2=[CH:6][CH:11]=[CH:15][CH:12]=[CH:7]2)=[CH:5][CH:10]=[CH:9]1,-759.9836542
7828268,[O:3]=[C:1]([N:4]1[CH:6]=[CH:11][C:12]([CH3:13])=[CH:7]1)[O:2][C:5]([CH3:9])([CH3:10])[CH3:8],-759.98342
7828269,[O:3]=[C:1]([N:4]1[CH:7]=[CH:13][C:11]2=[C:6]1[CH2:12][CH2:15][CH2:16][CH2:14]2)[O:2][C:5]([CH3:9])([CH3:10])[CH3:8],-759.9836542
7828271,[O:5]=[C:2]([C:4]([C:8]([O:14][Si:16]([CH3:18])([CH3:19])[C:17]([CH3:21])([CH3:22])[CH3:20])=[CH2:15])=[N+]=[N-])[O:1][C@@H:3]1[C:6]([CH3:9])([CH3:10])[CH2:11][O:13][C:7]1=[O:12],-1560.332169
7828276,[O:5]=[C:2]([C:4]([C:8]([O:14][Si:16]([CH3:18])([CH3:19])[C:17]([CH3:21])([CH3:22])[CH3:20])=[CH2:15])=[N+]=[N-])[O:1][C@@H:3]1[C:6]([CH3:9])([CH3:10])[CH2:11][O:13][C:7]1=[O:12],-1712.86465
7828277,[CH2:5]=[C:2]([O:4][Si:8]([CH3:11])([CH3:12])[C:10]([CH3:16])([CH3:17])[CH3:15])[C:1]([C:3]([O:6][C@@H:9]([CH3:14])[C:13]([O:18][CH2:20][CH3:21])=[O:19])=[O:7])=[N+]=[N-],-1076.033373
7828280,[N-]=[N+]=[C:1]([C:3]1=[O:5])[C:2]([CH2:4][NH:6]1)=O,-725.8829203
7828281,[CH3:2][C:1]([CH3:4])([N:5]([CH2:7][C:10]1=O)[C:6]([C:9]1=[N+]=[N-])=[O:8])[CH3:3],-725.8829203
7828282,[O:1]=[C:2]([N:3]([C:6]1=[CH:8][CH:10]=[C:12]([O:13][CH3:14])[CH:11]=[CH:9]1)[CH2:5][C:7]2=O)[C:4]2=[N+]=[N-],-725.8829203
